Customer Review,Sentiment,Emotion
balonnya kecil sekali ga sesuai gambarga bagus kualitasketipu dr gambar nyakecewa,0,1
balon nya kecil bngt,0,1
aktual barang sangat tidak sesuai dengan harapan,0,1
1 pc warna pink lampunya copot di chat complain gak dibales kecewa sedikit,0,1
gak nyala padahal batt udah baru anak sy jd kecewa mau ditukar jg barang cm brp ribu,0,1
susah payah narik balonnya biar mekar eh bolong,0,1
bli 2 cuma 1 yang nyala jadi kecewa,0,1
barang yang di gambar itu sudah saya bereskan ulang  tatakan balon nya gak ada  sudah dikomplain ke pihak tokopedia  biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi tidak menginformasikan ketersediaan barang dan saya lagi perlu banget  maaf dikasih rate segitu ,0,1
not recomended seller gara2 ini toko  surprise buat ultah moment yg penting hancur gitu aja  parahhhhh nyesel bangetbanget belanja ditoko ini ,0,1
agak kecewa karena ga sesuai ekspektasi gambar yg tangkainya begitu bening dan nampak kuat cuma 3 yg bener ukuran skitar 38cm yg 4 lainya sambungan,0,1
penjual lambat respon penjual barang lama dikirim keburu basi nih balon,0,2
packing tidak rapih balon foil kusut tidak dilipat hanya dikuntalkuntal dimasukkan kedalam plastik kalau yg size kecil masih oke tp yg size besar jadi pada lecek dan kusut padahal dari awal chat saya udah bilang buat dijual lg kalau sudah lecek begini gak mungkin saya kasih ke orang,0,2
ga jelas ga ada instruksinya rakitnya ginana sepertinya juga barangnya beda sama yg saya pesan,0,2
pengiriman lama dan tidak ada cara perakitan box yang susah,0,2
susah d bikinnya ga ngerti ribet packing juga kurang bahkan ada yg lecek dan robek kertasnya ya uda lah,0,2
penjual gak jujur  respon kebanyakan bot,0,2
beli 6 cuma dikirim 5 males complain ,0,2
barang tidak dikirimkan ,0,2
jelekkkk,0,2
kurang kuatlem nya lemah,0,2
kardus bekas dijual itupun masih rusak susu nya,0,2
pengiriman sangat lama,0,2
worst service,0,2
order minggu sampainya rabu lambat nya minta ampuun di tanyain baru info kalau overload orderan itupun baru selasa dikirim ga ada konfirmasi awal kalau overload orderan ga tanggungjawab,0,2
ga amanah ,0,2
pesen apa dikirim apa ,0,2
warna tidak sesuai dgn permintaan,0,2
parah padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bcaflazznya ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh  penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya bukannya minta maaf udah salah malah sok ga butuh pembeli sumpah kesel bgt ama ini penjual sombong parah,0,2
malah gak di kirim yg ini,0,2
barang cuma 25 rebu masa kudu di video in pas unboxing sudah menjadi tugas qc utk cek dengan teliti apakah barang yg dikirim sudah lengkap atau belum parahhh,0,2
udah beli banyak ada 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh,0,2
bolong bolong ada minyak2nya gitu jelek,0,2
barang ga mulus banyak bekas tekukan seperti beli sampah aja,0,2
hadeh ini lagi lemnya aja gak rata tuh di double tapenya,0,2
awal udah checkout procecor sama admin disuruh beli bubblewrap biar aman yaudah checkout bubblewrap deh beli pas paket udh dateng malah cuman bubble wrap doang wkwk kocak nih toko mana prosesor yang dicheckout duluan malah belum dateng lagi hadehh,0,2
gajelas,0,2
pantes murah bubble wrap nya tipis kirain tebel nyesel order dimari,0,2
minta rak tudung 4 tingkat yg di bubble malah celana dalem yg di dalam baca pesannya dong mikir,0,2
ga guna sebelum dilapis ini hrusnya dilapis kardus lah minimal,0,2
bahan tipis jelek,0,2
roll diambil 14 nampak dari potongan sudah mencong mencong jualan yang benar jangan hanya ingin untungnya saja,0,2
servicenya buruk banget,0,2
pelayanan terburuk selama belanja di tokopedia pengiriman lama sekaliorder tgl 31 juli barang baru tiba tgl 6 agustus order saya baru dikonfirmasi dan diproses tgl 2 agustus sedangkan estimasi barang tiba itu tgl 2 agustus itupun dikonfirmasi dan diproses karena saya tanya 2x ke cs pagi ini saya complaint ke cs kalau mereka tidak telat konfirmasi proses dan kirim pasti order saya jg ngga akan telat yg ada saya disuruh cek resi sungguh keterlaluan saya baca review toko official ini dan hampir semua yg kasih bad review karena masalah yang sama dengan saya tolong ya kepada manajemen toko official deli stationary benahin operasionalnya dan di training lagi cs nya biar lebih pinter lagi menanggapi customer ngga usah pake embel2 toko official kalo pelayanannya merugikan customer,0,2
ini bukan kertas origami tapi post it,0,2
gak jelas,0,2
beli brg sale pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya aneh bgt,0,2
penyok2 kardusnya kayak beli pensil warna bekas,0,2
sudah order yg kedua disini packingnya rapi untuk lilin sama tulisan ulang tahun yang rentan patah dimasukkan ke dalam kardus pengirimannya juga cepat semua barang yg dipesan lengkap dan kualitas bagus semua balon2 ga ada yg bocor lilin dan tulisan ultah nya juga ga ada yg patah anak bungsu saya senaaaaang sekali terima kasih banyak ya ,1,3
bagus banget pengiriman cepat seller ramah tooop,1,3
bagus banget kertasnya dan sesuai deskripsi,1,3
baguss bgtttt sesuaii  btw aku bli yg s013 and s008,1,3
cantiik kertas kadonya packaging ok dan deliverynya juga ok mantab lah dan bakal langganan di toko ini,1,3
produk ok sesuai pesanansudah langganan pengiriman cepat makasih store,1,3
proses cepattop  seller responsif,1,3
jangan lupa gaes diorder toko ini,1,3
bagusssss bangeeettttt ,1,3
luar biasa mantap smuanya jadi oke dari pesta saya yg sederhana sekarang jadi rame sejak order disini terima kasih seller dan tokped atas kirimannya,1,3
beli disini puas banyak di lebihin pngiriman cepat pokonya mantap ,1,3
mantappp,1,3
bagus balon2nya merekat di dinding atap seller responsif langsung kirim sesuai pesanan pagi pesen siang sampai bahkan pesanan ada yg dilebihin,1,3
mantabbbb barang bagus dan berkuslitass topp dahhh,1,3
mantaaaaaaaaaaap produk original pokoknya recomended seller,1,3
mmmaaaannnnttttaaapppp,1,3
pakai lem ini hati pastikan penataannya balon sebelum dipasang kalau nda ga bisa dicabut bisa dicabut tp resiko pecah mantul tingkat kerekatannya,1,3
puas banget sempet error di kurir  mau pake gercep seller nya respon bgt  sama2 cari solusi order ulang  ga pelit ada yg dikasih tambahan dikit2 makasi ya kak jaya selalu tokonya ,1,3
mantul langsung nempel,1,3
tokonya terbaik sii ini mah udh 4x order disini setiap anak ultah selalu pesen printilannya disini skg anak ke 2 ultah pun belinya disini mantap,1,3
fastresp banget ramah juga pengirimannya gercep banget lv ada y dikaskh lebih jga dong balonnya belum di pompa sih smg gaada yg bocor,1,3
sukaaaaaaaaaaaaaaa dan lucuuuuuu,1,3
thanksbarangnya bagus bgt dan packingnya rapitekomended,1,3
paking rapih banget sama berlapis2  pengiriman cepatbarang pas 40pcs mantulllllllllllll langganan ini mah nanti malem takbiran pesen lagi ,1,3
mantaaaapppsudah tersumet dengan sempurna,1,3
sangat rekomended  packing bubble warp banyak meskipun order seharga cebann  niceee,1,3
keren banget pelayanannya cuman beli lilin ajah servicenya bagus dan super cepat pesan pagi eeeh siang dah tiba,1,3
cuco meong pokoknya,1,3
top bgt ,1,3
bagus banget lilinnyakata kakak ini lilinnya sultan,1,3
puas banget sellernya fast respon banget alhamdulillah butuh lilin hari ini juga dikirim hari yg sama nanti anak ku ultah beli perlengkapannga disini insyaallah,1,3
terimakasih banyak untuk toko ini saya kelupaan beli lilin ultah jadi baru hari h1 acara syukur puji tuhan lilin bisa sampai tepat waktu padahal dikirim keluar kota,1,3
wow designnya bagus banget  pengiriman cepat kualitas bagussss banget bisa di scan juga dan ini beneran mirip kartu uno asli  mudah2an ga ketukar ya  kayaknya bakal repeat order pakai design lain deh  thanks seller,1,3
cakep bangetttt mulus sesuai ekspektasi thank you ya,1,3
penjual ok barang nya bagus dan kurirnya pun juara mantap deh sukses terus ya kaaa,1,3
mantap paket sudah sampaimakasih ya gansukses selalu gan ,1,3
bagusss banget gambarnya sudah dicoba topup dr nfc handphone juga bisa thanks seller,1,3
barang sudah sampai dengan selamat barang sesuai dengan deskripsi produk packing oke recommended seller,1,3
mantap jiwo thx gan product sudah saya terima dengan baik sukses slalu,1,3
seller tidak jujur saya beli 2 macam barang salah satu stok kosong tp tidak diinfokan tapi lgsg kirim yg satunya pdhl sudah nunggu2 pikir penyelesaian gampang ya buyer bisa tinggal minta refund tapi saya rugi waktu dan ongkir,0,4
barang tidak sesuai gambar kualitas seperti harganya murahan kapok belanja disini lagi,0,4
mentang2 beli 1 buat ngepasin uang kenapa dikasih nya dlm kondisi bekas ya ga ada perekat sama sekali dan ada bekas lekukan juga iya murah cuman harus profesional dong jualannya,0,4
ini toko gak jujur banget di ket di suruh pakai kardus biar pengirimannya aman katanya sekali aq include dgn kardus ttp aja rusak atas bawahnya jebol trus yg anehnya lagi kode uniknya tdk bs di masukkan ke akun aq kayak udh pernah di masukkan ke akun lain ini toko gak jujur banget ya dan kondisi kotak susu bagus n utuh dan tidak penyok,0,4
untuk toko berstatus official store toko ini tidak profesional saya chatt ketersediaan barang tanggal 10 desember jam 2 pagi dan di jawab oleh admin barang ready jam 8 pagi seketika saya toko anda tidak akan melayani buyer yang memberi rating jelek sementara toko anda sendiri tidak proferionalorder ternyata sampai sore barang tidak di kirim dan baru tanggal 11 desember jam 10 siang di info kalau barang kosong order saya baru di kirim tanggal 12 desember anda menyarankan order packing tambahan demi keamanan saat pengiriman dan itu sudah saya penuhi padhal di toko lain tanpa ada biaya tambahan packing sudah menggunakan kardus itupun harganya barangnya lebih murah sebagai buyer saya cukup sekali ini saja transaksi di toko ini terima kasih,0,4
kesan pertama gak baikparkiran gojek menjadi tanggung jawab pembelikapok ah beli ditoko ini lagisemoga lancar aja bos,0,4
bolong coy packing parah bgttttt lakban semua jadi robek2 ketika dicabut,0,4
gampang lepas dan tidak nempel,0,4
admin toko ini tdk punya sopan santun bukannya cari solusi msalah ini malah emosional dan hina pembeli  gk pnya etika dan gk sekolah x ,0,4
kapok saya beli kembang api di toko ini bilang nya,0,4
jumbo ternyata setelah di buka ukuran nya cuma setengah kardusnya ,0,4
penjualnya sama sekali tidak komunikatif barang kosong diganti barang lain tanpa konfirmasi terlebih dahulu ke pembeli next time kalau jualan pelayanannya lebih ditingkatkan lg mbak  mas informasiin ke pembeli dulu kalo barang kosong jgn seenak udel main ganti2 barang ntr situ yg ribet dan rugi sendiri balik2in barang ganti ongkirnya yakhan,0,4
selller aneh ditanya katanya uda berangkat tp tokped ga update ternyata sepertinya memang gagal pick up tp ga bilang yang jujur kalo paket belum dipick up malah bilangnya sudah berangkat,0,4
toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,0,4
produk tdk ada dalam paket,0,4
sy pesan lilin yg angka 1 dan 6  tpi di kirim nya angka 7  angka 6 nya sdh benar  pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6  sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai  sy udh tunggu brp hr  tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli  sy cmn pesan utk ke dpn nya blajarlah yg teliti sebelum brng di kirim ,0,4
ga sesuai ama yg di fhoto pas nyampe lilunnya kecil buanged ukurannya,0,4
pda pecah lilin y pekejing y ga aman,0,4
pesen lilin 65 malah dikasih 95 mo dibalik jg angka 9 jd 6 ga ada sumbunya kacaufatal bgt gak dicek dlu sblm kirim ke customer,0,4
lilinnya udah rusak banget goldnya,0,4
tidak dikirim lilin nya padahal sdh beli,0,4
barangnya ga ada,0,4
lilinnya kecil tdksesuai gambar pdhl sy perlu angka 1 yg sesuai gambar buat nemenin angka yg lainnya ,0,4
tidak berfungsi baik,0,4
kacau udah nanya di chat ini kalau dibikin begini bisa gak dijawab bisa trus udah jelasin di chat begini begitu chipnya harus disini dll trus malah disuruh tulis di email oke lah udah ditulis juga di email begini begitu panjang lebarr bahkan udah dikasih contoh gambar yang jelas posisinya begini ya eh yang dateng gak sesuai dengan requestnya kecewa banget lah nyesel beli disini padahal ngeliat reviewnya banyak yang beli harga juga lebih mahal sedikit dari yang lain tapi begini pelayanannya,0,4
pesan 9 item brg yg di kirim hanya 6 item brg brg kosong tdk di infokan,0,4
beli 2 tp gak dikirim,0,4
gantungannya sangat tipis dan rentan patah1 hari pakai sudah rusak,0,4
barang yang sampai berbededa dengan do foto,0,4
diphoto ada penjepit buka tutup pas dikirim nggak ada,0,4
lem nya gak ada di dalam paket saya,0,4
saya tidak menerima barang,0,4
agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb sedangkan di lapis hanya 23 lapis aja sedangkan bubble aja 1 roll besar hanya 100rban aja mungkin seller jualan bubble bukan jualan vga kali yaa,0,4
disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri gangerti,0,4
udah tambah buble wrap 5 tetap aja tipis packingan nya,0,4
dipaksa beli setelah checkout hati2 saja sama toko ini,0,4
barang ini tidak dikirimkan next mohon lbh diperhatikan,0,4
lem nya kurang merekat,0,4
percuma tambah packing klo kardus susu tetap penyok cara kemas tuh jangan ngepres sama kardusnya biar ketika kardus ketekan kemasan susunya tidak rusak langsung,0,4
order pake kardus ternyata dikirim pake plastik doang,0,4
cepat tiba n kemasan bagus barangnya juga bagus,1,0
product kwalitas bagusberfungsi dengan baik,1,0
cepet sampai barang sesuai pesanan oke,1,0
produk berfungsi dengan baik,1,0
packaging aman dan bagus barang sesuai deskripsi,1,0
mantab barangnya kokoh kualitas okmau pesen satu lagi,1,0
waahh keren n mantap barangnyapengiriman cepet banget cuma 1 hari udah nyampethanks gan,1,0
barang sesuai dgn pesanan seller responsif pengiriman cepat terimakasih seller dan tokopedia smg sukses selalu,1,0
paket tlh diterima dgn keadaan baik kemasan rapi dan rajin terima kasih semoga sukses,1,0
efektif membunuh hama barang sesuai deskripsi packaging aman dan bagus,1,0
mantap barang oke,1,0
pengiriman cepat barangnya lengkap sesuai pesanan,1,0
proses cepat produk berfungsi dgn baik,1,0
barang bisa digunakan dengan sesuai fungsi nya terimakasih,1,0
alhamdulillah paketan datang dgn cepat dan penjualannya ramah  semoga tambah sukses,1,0
cas aki berfungsi baik aki yg masih bagus pasti bisa dicas lumayan drpd titip cas pinggir jalan mending py sendiri semoga awet sukses terus buat seller,1,0
barang bagus cepat sampai aman,1,0
efektif menyaring kotoran manteb lah jadi jernih banget ini air,1,0
produk original efektif menyaring kotoran produk berfungsi dengan baik barang sesuai deskripsi,1,0
sangat mudah pemasangannya,1,0
barang sesuai dan datang dengan selamat,1,0
barang sesuai deskripsi produk original packaging bagus,1,0
barang sesuai deskripsi produk original warna awet packaging bagus,1,0
mantap sesuai cepat sampai kualitas cakep juga,1,0
adminnya ramah bgt asli nanya apa aja dijawabnya gercep bgt,1,0
cat nya mantap pengirimannya cepet ,1,0
alhamdulillah pesanan cat sudah sampai diproses dengan cepat ditanggapi dengan baik,1,0
barang sesuai pesanan kualitas tidak diragukan walaupun harus berulang kali ngecatnya harga bersaing semoga awet,1,0
kwalitas bagusharga terjangkau,1,0
harga affordable respon seller cepat langsung kirim warna sesuai dan cat ga ngapur mantab,1,0
bagus cat nya mantab dah,1,0
harga murah qualitas ok respon cepat pengiriman cepat,1,0
respon seller sangat baik catnya tidak berbau warnanya sesuai order cheese cruse pakingnya sangat baik semoga pas diaplikasikan tidak mengecewakan hasilnya gosend nya juga tepat waktu terima kasih ,1,0
produk original barang sesuai deskripsi bahan tebal ponakan saya suka,1,0
mantapp murah thanks kak thanks abang kurir langsung di pasang,1,0
pengiriman cepat barangnya oke  sesuai deskripsi terimakasih,1,0
bahan tebal barang sesuai deskripsi pengiriman cepat,1,0
sudah dipasang  bagus deh,1,0
produk original barang sesuai deskripsi bahan tebal keren,1,0
pengiriman cepat barang sesuai deskripsi terimakasih,1,0
lamaa pengiriman,0,1
pelatuk kurang bagus sudah tidak mau nyala sekarang,0,1
baru dipasang sdh tdk berfungsi,0,1
besi pengganjal ga adajd ga bisa mengunci,0,1
plastik yah ada harga ada kualitas,0,1
kualitas barangnya mengecewakan,0,1
gak sesuai expektasi dengan bahan toolsnya dari gambar terlihat kuat tapi pas sampai seperti besi gak kokoh karena dapat harga murah jadi gak terlalu kecewa klo dengan harga asli 100 rb keatas pasti saya kecewa belinya mending pasang harga yang wajar ya,0,1
baru di colok listrik nya kok lampu batre nya udh full semua y belum juga di cas ke aki tidak berfungsi y alat nya,0,1
tidak berfungsi untuk aki normal padahal baru beli langsung di cas led indikator nya ngga jalan,0,1
 bocor dari sambungan karet ke keran  dan bocor dri tengah2 tempat drat karna gk rapat mau di rapatkan gk bisa karna terasa sudah mentok,0,1
awal awal aliran air lancar lama lama kecil sekali,0,1
mungkin karena filternya terlalu canggih jadi air yang keluar jadi kecil banget,0,1
ternyata lem pipa tidak begitu rekat ngelem sepatu sangat kecewa,0,1
lem gak kuat,0,1
mengecewakanproduk encer jadi harus mengecat berkali2 hingga 4xmemang harga menentukan kwalitas,0,1
kualitas buruk sekali isi juga tidak penuh sudah lapis 4x juga tetap saja tidak merata hasilnya kami jadi rugi bayar ongkos tukang lebih baik beli cat merk lain saja deh harga memang tidak pernah bohong,0,1
sy pesan yg gold tengahtp yg datang putihbarang gak sesuaikecewa,0,1
kecewa parah,0,1
kecewa sekali ada 10 lembar warnanya beda memang sekilas bentuk dan motif sama tpi saat mau dipasang beda sekali rate barang 810 rate penjual 410,0,1
pertama kalinya beli barang online kecewa banget barang yang dibeli 20 pcs yang dateng cuma 8 pcs sudah itu ongkirnya lumayan mahal padahal beratnya tidak sesuai,0,1
sangat kecewa barang rusak reseler jualan tdk amanah klo jualan amanah ya kak biar berkah,0,1
sangat tipiskecewa sekali,0,1
barang dah lama benyek benyek ada kerusakan ga diganti pengemasan buruk harap menjadi pelajaran,0,1
barang di trima dlm keadaan lecek sperti itu pesen 10 6 lembar dlm keadaan melitut di bungkus bareng dgn list pesenan syakecewa banged not rekomend seller,0,1
no recomend order yg mana di kirim manamengecewakan,0,1
pesanan diproses sangat cepat tapi sayang filternya gak bisa saring kotoran kecil padahal semburan air nya mantep tapi tujuan aku beli ini buat saring kotoran ,0,1
nggak sesuai yg diiklanin airnya loyo,0,1
packingnya parah cuma di masukin ke dalam kantong plastik hitam tidak ada kardus dan tidak di lakban cuma di ikat biasa aja biarpun pengiriman cepat tapi packing sangat mengecewakan barang belum di test semoga bisa berfungsi dengan baik,0,1
memang filter showerhead ini tidak disebutkan mereknya jd tidak bs dikatakan palsu tp saya agak kecewa silahkan dicoba sendiri aja mungkin saya salah ,0,1
kecewa bgt sudah packing nya kurang aman expedisi juga asalasalan produknya cacat ada bekas baut nya udah dibuka padahal brg baru trus di body nya ada bekas lecet dan tombol power nya patah pula lagi,0,1
padahal masih segel oriontp kunci yg seperti difoto tidak ada dalam kemasancoba komplain harus sertakan video unboxing sama kurirya gak kepikiran sampai situsetahu saya klo produk baru masih segel ya harus jaminan komplitterpaksa harus beli kuncinya sendiri kecewa,0,1
barang dikirim tidak lengkap sayangnya waktu unboxing tidak divideokan krn beranggapan belanja di seller besar tidak akan mengecewakan waktu dichat ke seller diinfo akan difollow up oleh timnya tp ternyata tidak ada tindak lanjutnya seller besar tidak jaminan memuaskan,0,1
mengecewakan 1 battery tidak berfungsi,0,1
barang lusuh seperti barang bekas terdapat cacat pada bodi serta segel original tidak ada padahal beli pada agen online resminya kecewa juga,0,1
kecewa kali bknnya di test dlu sblom kirim tdk ada satupun yg bs hidup brg sangat ringan yg punya sy bli di ace brgnya berat dan bs hidup,0,1
kecewa sekal,0,1
seller menggapangkan dan menyepelekan pembeli pengiriman lama pelayanan tidak memuaskan seller bilang wajar lah lama dikirim kan barang diskon sudah lama dikirim pas di pick up gagal pick up tidak di follow up lg sama seller sampai saya complain baru di kerjain untuk kirim kualitas barang standar intinya saya bisa beli dimana saja barang sejenis tp sangat menyesal berhubungan dengan seller seperti ini,0,1
saya beli nano spray di micacc88 barang tidak bagus saya kembalikan ke toko micacc88 saya minta tukar oleh toko micacc88 ditukar dengan barang yang sama ternyata barangnya sama jeleknya saya minta tukar lagi saya minta merk mixio wh08 karena saya lihat gambar di toko micacc88 ada barangnya lebih murah saya sudah sampaikan apabila mixio wh08 bagus saya mau beli lagi dengan menambah uang ternyata barang yang dikirim kesaya bukan mixio wh08 saya tidak tau barang itu type apa saya kecewa sisa uang juga tidak dikembalikan toko mixacc88 tidak menjawab chating saya kalau menjawab hanya sepatah sepatah kata tidak memberikan penjelasan dengan baik bagainana nasib sisa pembelian saya padahal sudah saya sampaikan apabila mengirim mixio wh08 sesuai permintaan saya maka saya akan beli lagi,0,1
kecewa tdk spt yg diharapkan basah semua keluar airnya meskipun udah diputer mulai dr yg plg kecil maupun yg besarrr,0,1
saya tidak terima barangnya sama sekali padahal gojek instan entah salah gojek apa toko yang jelas saya udah komplain tapi by sistem diubah akhirnya dana diteruskan ke penjual aneh setelah dibantu tokopedia care akhirnya ketahuan salah kirim ke rumah orang lain dan masih dalam proses pengecekan,0,2
barangnya gk berfungsi semestinya,0,2
alat tidak berfungsi sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas,0,2
barli rutin tiap minguu 20pcs yg kiriman terakhir semua pada rusak kendor pada bagian baut2 nya cuma ada beberapa yg bisa digunakan  bahaya bocor gas dari bawah bis menyambar karena pada bocor di tanyakan pada penjual tapi sayangnya ga mau tau cuma jawab ga ada garansi costumer lagi yg dirugikan krn penjual yg ga mau tanggung jawab dari barang yg dijualnya cuma pengen cuan tapi ga mau tau keluhan costumer nya padahal sudah saya percaya tiap pengambilan pasti ke toko ini tapi sayang nya ga ada pelayanan yg bisa memuaskan costumer nya,0,2
barang jelek patah 1  diisi gas bocor,0,2
barang jelek mudah hancurdipakai ngebor langsung rontok mata bor nyakaya nya cuma dri besi biasa l sesuai harga,0,2
dikirim bor nya kurang satu terus bukannya tinggal ngirim yang kurang saya harus ngirim balik 1 kotak buang2 ongkir sengaja dibikin repot,0,2
pesan 3 yg datang 1 parah,0,2
ga sesuai expetasibarang2 nya ga kuatukuran kcl kaya mainan,0,2
low quality harga nggak berbohong,0,2
packing nya jelek casing nya penyokkualitas jg kurangbbrp tidak pas ditempat nya,0,2
kualitas ala kadar nya obeng buat buka murujung matanya kalah meletot padahalur nya ngga terlalu kenceng bahannya kurang bagus,0,2
kualitas barang tidak bagus,0,2
susah bgt pasangnya gak kuat menahan airnya,0,2
ga bagusga ada kuat2nya lem apaan,0,2
chat tidak dibalas pengiriman baru diproses ketika masa aktif sdah habis kacaw,0,2
sangat terlalu mahal kualitas lem sama seperti aibon ,0,2
nga lengket sama sepatu lem nya kayak nya lem ubu di repack,0,2
penipu tidak jujur keciwa semoga tidak ada berkahnya,0,2
sudah 4 x belanja tp yg ini sanngat kecewa sekali,0,2
penipu awas ditipu reply  sy udah kirim bukti tambahan lwt wa krn di tokped spacenya ga cukup tp dia blng sy ga kirim bukti,0,2
minta warna putih yg dikirim bening ngasal bae mata lo sowek,0,2
barang gak bisa dipakai  parah ini mah,0,2
1 batere datang rusak katanya mau di telp dari marketing setelah tunggu 2 minggu tidak ada kelanjutan,0,2
yg dikirim rusak ajukan komplain tp gak jelas,0,2
barang rusak kok dikirim,0,2
udah ngikutin prosedur penggunaannya lemnya nggak bisa lengket masa habis di lem udah kering udah dikasih lakban kaya prosedur sandal yang dilem bisa ditarik menjengkelkan,0,2
penipu ini penjual nano apanya basah becek sudah mahal ,0,2
produk yang dikirimtombol putih buat setting besar kecil nya semprotan tidak berfungsi bagaimanakatanya garansi 30hari,0,2
bahan tidak kulit tidak sesuai iklan,0,2
sepatu yg di kirim tidak sesuai sama yg saya order warnajenis dan ukuran berbedakomplain ribetpadahal order titipan,0,2
sepatu nya bukan kulit ,0,2
buruk sepatu bukan kulit kelebihan ongkir tidak kembali,0,2
sepatu hancurrrr,0,2
barang rekondisi lain kali jualan yang jujur bos jangan barang bekas direkondisi,0,2
kenapa pesan ukuran xl dikasihnya s ,0,2
order yang dual glass dikirim yang mono hddhh g jelas,0,2
palsu ya g berfungsi bahan kasar dan sakit kalo dipakai,0,2
tidak berfungsi,0,2
mantab berfungsi dengan mantab proses pengiriman cepat top,1,3
bagus banget gas torch flame gunnya dan penjualnya juga fast respon dan pengirimannya juga cepat produk original packaging bagus produk berfungsi dengan baik,1,3
harga termurah kualitas dan layanan teratas recommended product from recommended seller,1,3
5 jempol buat reseller dan produk nya ,1,3
respond seller cepat pengiriman segera produk berkualitas mantap banget,1,3
gan pesanan sudah saya terima sesuai order barang oke aman bagus dan mantap terima kasih gan ,1,3
recommended seller buat pelapaksesuai pesananto markotop,1,3
solusi mogok dijalan produknya recommended dan berkualitas senang banget ada home servicenya senang banget bisa di pasangin di bengkelnya,1,3
terbaiklah ini alat harga 51rb bisa dipakai berkali2 baru datang langsung tes dan waow mantab kali ini alat kecil cabe rawit aki cba cas 1jam aja langsung bisa stater motor tua saya saya suka alat murah tp fungsinya good dah,1,3
no comment deh udh berkali kali beli cat ini top bgt,1,3
mantavv sesuai pesanan joss,1,3
the best pokoknya harga boleh murah tapi kualitas tetap nomor satu ,1,3
keren banget dengan harga yang murah banget dapet kualitas yg bagus pelayanan seller juga responsif,1,3
luar biasa  proses ya cepet banget ng sampe 1 jam langsung di proses ng seperti lapak yg satu lagi yg di tanggerang pengiriman juga cepet banget recomended banget,1,3
puas banget rekomen deh toko ini buat yang mau beli cat pilok di sini pengiriman nya cepat secepat kilat semoga banyak yang beli di toko ini amin terimakasih banyak ya ,1,3
barang sudah di terima dalam keadaan baik barang baguuusss packing baguuusss tidak ada yg penyok pengiriman cepat bisa langganan nih recommended seller,1,3
mantul bet,1,3
packing okesdh sering beli disinisippppp,1,3
mantap donk produk original,1,3
alat mudah digunakan barang sesuai deskripsi packaging aman dan bagus pokoknya rekomend,1,3
respon delivery packing mantulbarang sesuai thx,1,3
istimewa ane akan langganan trus ama toko agan  barang ber kualitas packing juga di perhatikan keamanan nya barang tidak ada kerusakan dalam bentuk apapun,1,3
barang sesuai deskripsi produk original mudah dipasang barang oke kiriman cepat original no ongkir dari tokopedia barang sesuai pesanan seller mantap paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir bebas ongkir extra,1,3
airnya segar dan tekanannya pas foto sesuai barang worth it banget 60ribu memang layak jadi no 1 terlaris,1,3
kesekian kali beli disini mantap,1,3
suka dengan bardi ini membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi haridirumah sudah pakai beberapa alat bardi seperti cctv di akses nya sangat mudah walau diluar rumah keren,1,3
barangnya bagus sesuai deskripsi banyak batu filter penuh mudah dipasang  semoga awet dan pengiriman cepet banget seller recomended ,1,3
pengiriman cepat packingan double barang mantab lgsg di coba n maknyus top dah,1,3
mantap gan produk original barang sesuai deskripsi produk berfungsi dengan baik,1,3
repeat order terus,1,3
bagusssss,1,3
serbaguna dan tajambarang sesuai deskripsi recommended seller tentunya ,1,3
barang mendaratproduk original sesuai dengan deskripsikemasan rapi seller ramahfast respon pengiriman pun cepat pokok nya recomended dahmakasih tokopedia makasih admin,1,3
mantab terhubung ke siri juga bisa,1,3
orderan yg ke 3 kali selalu puas unit bor nya mantap seller ramah gercep kurir cepat next order lagi,1,3
barang sesuai deskripsi pegangan kokoh dan stabil packaging aman dan bagus orderan ke 4 selalu puas seller gercep hari minggu dikirim kurir cepat next order lagi,1,3
mantapp,1,3
pegangan kokoh dan stabil packaging aman dan bagus luar biasa barang sesuai deskripsi,1,3
barang nya sampai dengan selamat sudah di coba dan lumayan bagus sesuai harga next akan beli lagi alat yang lainnya packaging aman dan bagus,1,3
padahal order siang tapi pesanan baru dikirim di hari esoknya bukan di hari yang sama gak rekomended tokonya ,0,4
